"Name","FileName","ExportName","Layer","LowendLayer","ShadowScaleX","ShadowScaleY","ShadowX","ShadowY","ShadowSkew","CollisionRadius","Effect","AssetMinTrophy","AssetMinTrophyScore","AssetMinTrophyFileName","SortValue","SpecialType","CheerFileName","CheerExportName","ClassType","Animate","StartFrameOverride","Visibility","ChainedSWF","ChainedExportName","OvertimeAnimationEffect","PveStartEffect","PveEndEffect"
"giant_stands_03","sc/level_giant_arena.sc","giant_stands_03","Above","Ground",-101,100,6,66,,,,,,,425,,,,,,,"Always",,,,,
"giant_stands_04","sc/level_giant_arena.sc","giant_stands_04","Above","Ground",-106,100,-8,59,-8,,,,,,425,,,,,,,"Always",,,,,
"giant_stands_05","sc/level_giant_arena.sc","giant_stands_05","Above","Ground",-105,100,-10,67,,,,,,,425,,,,,,,"Always",,,,,
"giant_stands_06","sc/level_giant_arena.sc","giant_stands_06","Above","Ground",-101,100,-7,66,,,,,,,425,,,,,,,"Always",,,,,
"giant_banner_03","sc/level_giant_arena.sc","giant_banner_03","Above","Ground",93,76,-3,9,28,,,,,,425,,,,,,,"Always",,,,,
"giant_banner_04","sc/level_giant_arena.sc","giant_banner_04","Object","Ground",93,76,-3,17,28,,,,,,425,,,,,,,"Always",,,,,
"arrow_deco_01","sc/level_heist_arena_dl.sc","arrow_deco_01","Object","Ground",57,69,-1,-3,43,,,,,,,,,,,,,"Always",,,,,
"arrow_deco_02","sc/level_heist_arena_dl.sc","arrow_deco_02","Object","Ground",60,75,2,,52,,,,,,,,,,,,,"Always",,,,,
"arrow_deco_03","sc/level_heist_arena_dl.sc","arrow_deco_03","Object","Ground",57,69,-1,-1,47,,,,,,,,,,,,,"Always",,,,,
"arrow_deco_04","sc/level_heist_arena_dl.sc","arrow_deco_04","Object","Ground",57,69,-1,-3,13,,,,,,,,,,,,,"Always",,,,,
"shipwreck2_part","sc/level_shipwreck2_arena_dl.sc","shipwreck2_part","Object","Ground",,,-1,,,,,,,,980,,,,,,,"Always",,,,,
"dart_goblin_bar","sc/level_shipwreck2_arena_dl.sc","dart_goblin_bar","Object","Object",104,-87,-10,43,-12,,,,,,82,,,,,,,"Always",,,,,
"dart_goblin_mask","sc/level_shipwreck2_arena_dl.sc","dart_goblin_mask","Object","Object",97,61,,-10,22,,,,,,980,,,,,,,"Always",,,,,
"dart_goblin_bar_r","sc/level_shipwreck2_arena_dl.sc","dart_goblin_bar_r","Object","Object",104,-87,-10,43,-12,,,,,,82,,,,,,,"Always",,,,,
"dart_goblin_mask_r","sc/level_shipwreck2_arena_dl.sc","dart_goblin_mask_r","Object","Object",97,61,,-10,22,,,,,,980,,,,,,,"Always",,,,,
"royal_recruit_laying-1","sc/level_shipwreck2_arena_dl.sc","royal_recruit_laying-1","Object","Object",97,115,-2,16,22,,,,,,82,,,,,,,"Always",,,,,
"royal_recruit_laying_1m","sc/level_shipwreck2_arena_dl.sc","royal_recruit_laying_1m","Object","Object",97,105,-10,20,26,,,,,,980,,,,,,,"Always",,,,,
"royal_recruit_laying-2","sc/level_shipwreck2_arena_dl.sc","royal_recruit_laying-2","Object","Object",97,-72,-15,14,22,,,,,,980,,,,,,,"Always",,,,,
"royal_recruit_shield","sc/level_shipwreck2_arena_dl.sc","royal_recruit_shield","Ground","Ground",97,-92,-2,2,-2,,,,,,980,,,,,,,"Always",,,,,
"royal_recruit_spear","sc/level_shipwreck2_arena_dl.sc","royal_recruit_spear","Ground","Ground",97,-110,-2,4,-2,,,,,,980,,,,,,,"Always",,,,,
"cw_player_hatch_01","sc/building_clanwars_towers.sc","cw_player_hatch_01","Ground","Ground",100,-100,-2,4,,,,,,,500,"PveBoatProp",,,,"true",,"Always",,,,,"PvE deco1_explode"
"cw_player_hatch_02","sc/building_clanwars_towers.sc","cw_player_hatch_02","Ground","Ground",100,-100,-2,4,,,,,,,500,"PveBoatProp",,,,"true",,"Always",,,,,"PvE deco1_explode"
"cw_player_hook","sc/building_clanwars_towers.sc","cw_player_hook","Ground","Ground",100,-93,-4,2,-3,,,,,,500,"PveBoatProp",,,,"true",,"Always",,,,"PvE_hook_deploy","PvE deco2_explode"
"cw_player_bridge_01","sc/building_clanwars_towers.sc","cw_player_bridge_01","Ground","Ground",100,-93,-4,7,-3,,,,,,500,"PveBoatProp",,,,"true",,"Always",,,,"PvE bridge_deploy",
"cw_player_bridge_02","sc/building_clanwars_towers.sc","cw_player_bridge_02","Ground","Ground",100,-93,-4,7,-3,,,,,,500,"PveBoatProp",,,,"true",,"Always",,,,"PvE bridge_deploy",
"electric2_base_lights_01","sc/level_electric2_arena_dl.sc","electric2_base_lights_01_pre","Ground","Ground",6,,,26,17,,,,,,,,,,,"true",,"Overtime","sc/level_electric2_arena_dl.sc","electric2_base_lights_01",,,
"electric2_battery_01","sc/level_electric2_arena_dl.sc","electric2_battery_01","Object","Ground",95,95,,,30,,,,,,,,,,,,,"Always",,,,,
"electric2_bigtesla_01","sc/level_electric2_arena_dl.sc","electric2_bigtesla_01","Object","Ground",95,75,-66,200,40,,,,,,,,,,,,,"Always",,,,,
"electric2_cactus_01","sc/level_electric2_arena_dl.sc","electric2_cactus_01","Object","Ground",88,80,-3,20,30,,,,,,,,,,,,,"Always",,,,,
"electric2_cloud_01","sc/level_electric2_arena_dl.sc","electric2_cloud_01","Above","Ground",,,,,30,,,,,,,,,,,,,"Always",,,,,
"electric2_cloud_02","sc/level_electric2_arena_dl.sc","electric2_cloud_02","Above","Ground",,,,,30,,,,,,,,,,,,,"Always",,,,,
"electric2_cloud_03","sc/level_electric2_arena_dl.sc","electric2_cloud_03","Above","Ground",,,,,30,,,,,,,,,,,,,"Always",,,,,
"electric2_cloud_04","sc/level_electric2_arena_dl.sc","electric2_cloud_04","Above","Ground",,,,,30,,,,,,,,,,,,,"Always",,,,,
"electric2_grass_01","sc/level_electric2_arena_dl.sc","electric2_grass_01","Object","Ground",95,-95,-3,2,30,,,,,,,,,,,,,"Always",,,,,
"electric2_railing_01","sc/level_electric2_arena_dl.sc","electric2_railing_01","Object","Ground",95,-100,-4,7,,,,,,,,,,,,,,"Always",,,,,
"electric2_railing_02","sc/level_electric2_arena_dl.sc","electric2_railing_02","Object","Ground",95,-100,-4,7,,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_01","sc/level_electric2_arena_dl.sc","electric2_rock_01","Object","Ground",95,95,-4,3,18,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_02","sc/level_electric2_arena_dl.sc","electric2_rock_02","Object","Ground",95,95,-4,,19,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_03","sc/level_electric2_arena_dl.sc","electric2_rock_03","Object","Ground",95,95,-1,23,32,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_04","sc/level_electric2_arena_dl.sc","electric2_rock_04","Object","Ground",95,95,-13,16,21,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_05","sc/level_electric2_arena_dl.sc","electric2_rock_05","Object","Ground",102,95,-24,118,23,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_06","sc/level_electric2_arena_dl.sc","electric2_rock_06","Object","Ground",104,95,-31,146,30,,,,,,,,,,,,,"Always",,,,,
"electric2_rock_07","sc/level_electric2_arena_dl.sc","electric2_rock_07","Object","Ground",95,95,-14,159,30,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_rock_07_on","sc/level_electric2_arena_dl.sc","electric2_rock_07_on","Object","Ground",95,95,-14,159,30,,,,,,,,,,,"true",,"Overtime","sc/level_electric2_arena_dl.sc","electric2_rock_07_on",,,
"electric2_rock_09","sc/level_electric2_arena_dl.sc","electric2_rock_09","Object","Ground",107,95,-32,123,22,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_rock_09_on","sc/level_electric2_arena_dl.sc","electric2_rock_09_on","Object","Ground",107,95,-32,123,22,,,,,,,,,,,"true",,"Overtime","sc/level_electric2_arena_dl.sc","electric2_rock_09_on",,,
"electric2_squaretesla_01","sc/level_electric2_arena_dl.sc","electric2_squaretesla_01","Object","Ground",99,95,-22,131,30,,,,,,,,,,,"true",,"Always",,,,,
"electric2_stands_01","sc/level_electric2_arena_dl.sc","electric2_stands_01","Object","Ground",95,95,-17,126,9,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_stands_01_on","sc/level_electric2_arena_dl.sc","electric2_stands_01_pre","Object","Ground",95,95,-17,126,9,,,,,,,,,,,"true",,"Overtime","sc/level_electric2_arena_dl.sc","electric2_stands_01_on",,,
"electric2_stands_02","sc/level_electric2_arena_dl.sc","electric2_stands_02","Object","Ground",95,95,-30,126,9,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_stands_02_on","sc/level_electric2_arena_dl.sc","electric2_stands_02_pre","Object","Ground",95,95,-30,126,9,,,,,,,,,,,"true",,"Overtime","sc/level_electric2_arena_dl.sc","electric2_stands_02_on",,,
"electric2_talltesla_01","sc/level_electric2_arena_dl.sc","electric2_talltesla_01","Object","Ground",95,95,-6,38,30,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_talltesla_01_on","sc/level_electric2_arena_dl.sc","electric2_talltesla_01_on","Object","Ground",95,95,-6,38,30,,,,,,,,,,,"true",,"Always",,,,,
"electric2_talltesla_02","sc/level_electric2_arena_dl.sc","electric2_talltesla_02","Object","Ground",95,95,-6,38,30,,,,,,,,,,,,,"NormalTime",,,,,
"electric2_talltesla_02_on","sc/level_electric2_arena_dl.sc","electric2_talltesla_02_on","Object","Ground",95,95,-6,38,30,,,,,,,,,,,"true",,"Always",,,,,
"electric2_vfx_bolt_01","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_01","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_02","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_02","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_03","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_03","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_04","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_04","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_05","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_05","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_06","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_06","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_vfx_bolt_07","sc/level_electric2_arena_dl.sc","electric2_vfx_bolt_07","Above","Above",,,,,,,,,,,,,,,,,,"Always",,,,,
"electric2_wire_01","sc/level_electric2_arena_dl.sc","electric2_wire_01","Ground","Ground",100,95,,,30,,,,,,,,,,,,,"Always",,,,,
