"Name","Strikes","Crowns","Premium","Amount","Spell","SpellAlt","Resource","Chest","EmoteIDHigh","EmoteIDLow","RandomSpell","Token","Consumable","FeaturedDraft","SkinSet","Strike","UnlockedOnDay","Tier","BonusEmoteIDHigh","BonusEmoteIDLow","BonusGems","BonusTowerSkin","BonusConsumable","BonusConsumableAmount"
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"WildChampion_<current_arena>",,,,,,,,,,3,,,,,,
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardLegendary",,,,,3,,,,,,
"WildChampion_Pro_Coin",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"WildChampion_<current_arena>",,,,,,,,,,3,,,,,,
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"GoldCoin",,,,,3,,,,,,
"NoTower_WildChampion_Pro_Rare",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"WildChampion_<current_arena>",,,,,,,,,,3,,,,,,
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardRare",,,,,3,,,,,,
"Xmas_2022_Special",,0,"TRUE",,,,,,,,,,,,,,0,0,,,,,,
,,0,,1000,,,"Gold",,,,,,,,,,,0,,,,,,
,,5,"TRUE",10000,,,"Gold",,,,,,,,,,0,0,,,,,,
,,5,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,32,,
,,10,"TRUE",100,,,,,,,,,"WildcardCommon",,,,1,0,,,,,,
,,10,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,15,"TRUE",20,,,,,,,,,"WildcardRare",,,,2,0,,,,,,
,,15,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,20,"TRUE",10,,,,,,,,,"WildcardEpic",,,,3,0,,,,,,
,,20,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,30,"TRUE",1,,,,,,,,,"BookCardAll",,,,4,0,,,,,,
,,30,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"WildcardEpic",5
,,35,"TRUE",100,,,,,,,,,"WildcardCommon",,,,5,0,,,,,,
,,35,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,40,"TRUE",20,,,,,,,,,"WildcardRare",,,,5,0,,,,,,
,,40,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,"ChestKey",1
,,45,"TRUE",10,,,,,,,,,"WildcardEpic",,,,6,0,,,,,,
,,45,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,50,"TRUE",1,,,,,,,,"Rare",,,,,6,0,,,,,,
,,50,,,,,,"Star_<current_arena>",,,,,,,,,,0,,,,,,
,,60,"TRUE",,,,,,,,,,,,3,,7,1,,,,,,
,,60,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,65,"TRUE",10000,,,"Gold",,,,,,,,,,8,1,,,,,,
,,65,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardRare",10
,,70,"TRUE",100,,,,,,,,,"WildcardCommon",,,,9,1,,,,,,
,,70,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,75,"TRUE",20,,,,,,,,,"WildcardRare",,,,10,1,,,,,,
,,75,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,80,"TRUE",10,,,,,,,,,"WildcardEpic",,,,11,1,,,,,,
,,80,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,85,"TRUE",2,,,,,,,,,"ChestKey",,,,12,1,,,,,,
,,85,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardCommon",50
,,90,"TRUE",100,,,,,,,,,"WildcardCommon",,,,12,1,,,,,,
,,90,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,95,"TRUE",20,,,,,,,,,"WildcardRare",,,,13,1,,,,,,
,,95,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,100,"TRUE",10,,,,,,,,,"WildcardEpic",,,,13,1,,,,,,
,,100,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,,
,,105,"TRUE",1,,,,,,,,"Epic",,,,,14,1,,,,2004,,
,,105,,,,,,"Star_<current_arena>",,,,,,,,,,1,,,,,"WildcardEpic",5
,,115,"TRUE",,,,,,10,0,,,,,,,15,2,,,,,,
,,115,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,120,"TRUE",10000,,,"Gold",,,,,,,,,,16,2,,,,,,
,,120,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,125,"TRUE",100,,,,,,,,,"WildcardCommon",,,,17,2,,,,,,
,,125,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"ChestKey",1
,,130,"TRUE",20,,,,,,,,,"WildcardRare",,,,18,2,,,,,,
,,130,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,135,"TRUE",10,,,,,,,,,"WildcardEpic",,,,19,2,,,,,,
,,135,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,140,"TRUE",1,,,,,,,,"Common",,,,,19,2,,,,,,
,,140,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,"WildcardRare",10
,,145,"TRUE",100,,,,,,,,,"WildcardCommon",,,,20,2,,,,,,
,,145,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,150,"TRUE",20,,,,,,,,,"WildcardRare",,,,20,2,,,,,,
,,150,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,155,"TRUE",10,,,,,,,,,"WildcardEpic",,,,21,2,,,,,,
,,155,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,160,"TRUE",1,,,,,,,,"Legendary",,,,,22,2,,,,,,
,,160,,,,,,"Star_<current_arena>",,,,,,,,,,2,,,,,,
,,170,"TRUE",1,,,,,,,,,"GoldCoin",,,,23,3,,,,,,
,,170,,,,,,"WildChampion_<current_arena>",,,,,,,,,,3,,,,,,
,,175,"TRUE",10000,,,"Gold",,,,,,,,,,24,3,,,,,,
,,175,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,180,"TRUE",100,,,,,,,,,"WildcardCommon",,,,25,3,,,,,,
,,180,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,185,"TRUE",20,,,,,,,,,"WildcardRare",,,,26,3,,,,,,
,,185,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,,
,,190,"TRUE",10,,,,,,,,,"WildcardEpic",,,,26,3,,,,,,
,,190,,,,,,"Star_<current_arena>",,,,,,,,,,3,,,,,"WildcardLegendary",1
,,200,"TRUE",1,,,,,,,,,"WildcardLegendary",,,,26,3,,,,,,
,,200,,1,,,,,,,,,"BookCardLegendary",,,,,3,,,,,,
